"instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","denorm_temp","denorm_atemp","denorm_hum","denorm_wind","MISTY","RAIN","season_spring","season_summer","season_fall","days_since_2011"
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,26.584151,30.042986,70.375,7.832836,1,0,0,1,0,584
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,27.25,30.709322,67.2917,7.4169,1,0,0,1,0,585
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,27.524151,30.167528,62.0417,10.4587,0,0,0,1,0,586
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,25.644151,28.084172,71.5833,16.000471,1,0,0,1,0,587
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,24.5475,26.125622,73.2917,13.834093,1,0,0,1,0,588
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,24.939151,26.542214,53.0417,8.208304,0,0,0,1,0,589
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,25.879151,27.708764,54.5417,9.126204,0,0,0,1,0,590
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,26.153349,28.667414,68.6667,11.333586,0,0,0,1,0,591
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,25.213349,27.166442,61.9583,11.374657,0,0,0,1,0,592
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,25.800849,27.209408,51.9167,9.500332,0,0,0,1,0,593
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,25.996651,-0.00159999999999982,57.0833,15.500718,0,0,0,1,0,594
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,23.881651,24.792686,60.3333,11.917089,0,0,0,1,0,595
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,21.884151,23.834564,71.1667,5.79215,1,0,0,1,0,596
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,21.884151,23.333822,73.4167,8.708593,1,0,0,1,0,597
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,22.510849,23.66765,67.375,4.8756436,0,0,0,1,0,598
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,23.3725,25.042364,67.7083,4.7089811,0,0,0,1,0,599
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,24.704151,26.042528,63.5833,5.6679186,0,0,0,1,0,600
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,25.0175,26.7086,61.5,4.8337686,1,0,0,1,0,601
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,23.098349,24.833936,71.2917,16.375336,1,0,0,1,0,602
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,22.706651,23.335736,84.5833,15.333486,1,0,0,1,0,603
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,25.056651,27.209408,73.0417,8.625111,0,0,0,1,0,604
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,26.231651,27.9593,62,12.791975,0,0,0,1,0,605
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,24.195,25.958378,55.2083,7.541654,0,0,0,1,0,606
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,25.213349,27.083414,59.0417,5.1668189,0,0,0,1,0,607
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,27.915849,29.5004,58.75,11.291711,0,0,0,1,0,608
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,27.406651,30.375164,63.8333,7.583529,1,0,0,1,0,609
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,24.743349,26.834,81.5,4.2927436,1,0,0,1,0,610
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,25.2525,27.667514,79.0833,10.125107,0,0,0,1,0,611
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,26.114151,29.334608,75.5,15.833507,0,0,0,1,0,612
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,26.623349,30.792878,74.125,12.583136,0,0,0,1,0,613
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,24.743349,27.251714,81.0417,9.542207,1,0,0,1,0,614
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,25.056651,27.375464,73.625,11.500282,0,0,0,1,0,615
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,22.980849,24.333986,79.9167,18.833968,1,0,0,1,0,616
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,20.67,22.20905,54.75,15.041232,0,0,0,1,0,617
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,19.416651,21.333164,50.375,17.333771,0,0,0,1,0,618
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,19.1425,20.583272,52,6.1676314,0,0,0,1,0,619
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,20.160849,21.62495,57.7083,8.833682,0,0,0,1,0,620
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,20.7875,22.250828,63.7083,5.5422936,0,0,0,1,0,621
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,21.766651,23.209478,67.25,6.958821,0,0,0,1,0,622
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,20.591651,22.667222,50.1667,16.583907,0,0,0,1,0,623
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,19.26,21.16625,57,6.0422811,0,0,0,1,0,624
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,19.299151,20.5013,73.4583,10.166714,1,0,0,1,0,625
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,21.296651,21.294422,87.25,23.958329,1,0,0,1,0,626
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,17.9675,19.666664,53.6667,14.416725,0,0,0,1,0,627
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,17.693349,19.124672,61.8333,7.917189,0,0,0,1,0,628
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,20.160849,21.750086,66.875,10.333343,0,0,0,1,0,629
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,22.55,24.292208,64.6667,19.000061,0,0,0,1,0,630
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,16.870849,18.249578,46.7083,14.958286,0,0,0,0,1,631
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,16.165849,17.165858,49.2917,9.541068,0,0,0,0,1,632
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,17.85,19.915814,57,15.833507,0,0,0,0,1,633
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,21.845,23.376458,63.0833,16.3748,0,0,0,0,1,634
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,22.55,24.12635,69.0833,9.000914,1,0,0,0,1,635
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,21.100849,22.666958,69,10.999993,1,0,0,0,1,636
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,17.4975,18.999536,54.2917,15.249468,0,0,0,0,1,637
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,16.753349,18.165758,58.3333,9.042186,0,0,0,0,1,638
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,16.479151,17.792,64.9167,6.0838814,1,0,0,0,1,639
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,19.769151,19.793978,87.1667,6.999825,0,1,0,0,1,640
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,22.9025,23.542778,79.375,4.4585686,1,0,0,0,1,641
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,22.9025,24.12635,72.2917,7.875582,1,0,0,0,1,642
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,20.905,22.292342,62.75,7.12545,0,0,0,0,1,643
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,18.045849,19.542386,66.4167,17.957675,0,0,0,0,1,644
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,11.544151,11.707658,70.8333,9.457854,1,0,0,0,1,645
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,10.016651,9.582128,70.9583,12.708493,1,0,0,0,1,646
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,12.993349,12.915392,76.1667,12.7501,1,0,0,0,1,647
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,16.165849,17.207372,63.0833,12.584007,0,0,0,0,1,648
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,12.445,12.457022,46.3333,12.166932,0,0,0,0,1,649
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,12.5625,12.582686,53.9167,15.751164,0,0,0,0,1,650
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,10.486651,9.832136,49.4583,9.791514,0,0,0,0,1,651
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,16.518349,17.541464,64.0417,18.667004,0,0,0,0,1,652
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,18.398349,19.5839,70.75,19.834479,1,0,0,0,1,653
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,14.011651,14.415836,55.8333,12.208807,0,0,0,0,1,654
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,13.424151,13.707128,69.2917,6.791857,0,0,0,0,1,655
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,16.5575,17.83325,72.8333,15.874779,1,0,0,0,1,656
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,18.476651,19.501136,81.5,9.041918,1,0,0,0,1,657
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,14.755849,15.207572,57.2917,7.874979,0,0,0,0,1,658
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,13.815849,14.124314,51,11.125618,0,0,0,0,1,659
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,14.9125,15.874172,56.8333,5.4593811,0,0,0,0,1,660
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,17.575849,19.000064,64.1667,6.3345686,0,0,0,0,1,661
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,19.6125,20.875586,63.625,4.8762064,0,0,0,0,1,662
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,17.85,18.959408,80.0417,8.333125,1,0,0,0,1,663
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,17.654151,18.5015,80.7083,8.875289,1,0,0,0,1,664
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,16.91,17.998778,72,15.791364,1,0,0,0,1,665
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,14.4425,14.872886,69.4583,26.666536,1,0,0,0,1,666
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,12.68,13.0004,88,23.9994,0,1,0,0,1,667
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,6.954554,4.453994,82.5455,14.271603,1,0,0,0,1,668
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,8.8025,7.8326,66.6667,11.166689,1,0,0,0,1,669
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,9.194151,8.416172,58.1667,10.542182,1,0,0,0,1,670
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,8.685,7.498772,52.2083,17.833725,0,0,0,0,1,671
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,8.136651,5.373836,49.125,18.125443,1,0,0,0,1,672
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,7.314151,5.749508,53.2917,12.000236,0,0,0,0,1,673
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,7.000849,4.33295,49.4167,15.833775,0,0,0,0,1,674
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,5.199151,2.583422,56.7083,11.625371,0,0,0,0,1,675
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,5.904151,2.124986,54.75,20.375236,1,0,0,0,1,676
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,8.552178,6.564806,33.3478,23.304945,0,0,0,0,1,677
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,8.998349,7.457258,54.0833,14.375386,0,0,0,0,1,678
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,10.290849,9.999842,64.5417,3.8756686,0,0,0,0,1,679
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,11.779151,11.833058,65.9167,8.5425,0,0,0,0,1,680
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,14.795,15.375278,74.1667,11.625639,0,0,0,0,1,681
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,8.136651,5.33285,66.2917,22.917082,1,0,0,0,1,682
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,5.590849,2.583158,55.2083,13.374875,0,0,0,0,1,683
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,7.118349,5.416472,62.0417,10.250129,1,0,0,0,1,684
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,8.215,6.915464,52.4583,11.458675,0,0,0,0,1,685
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,7.275,5.541278,54.5417,12.041843,0,0,0,0,1,686
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,8.0975,6.291236,69.2917,15.250004,0,0,0,0,1,687
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,9.899151,8.790986,62.3333,15.749489,1,0,0,0,1,688
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,9.585849,9.124022,68.5,5.542575,1,0,0,0,1,689
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,8.606651,8.082872,61.375,6.917482,0,0,0,0,1,690
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,7.98,7.124486,58.0417,3.5423436,0,0,0,0,1,691
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,9.311651,8.999414,56.875,9.917407,0,0,0,0,1,692
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,5.081651,0.416971999999998,40.4583,25.250357,0,0,0,0,1,693
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,3.554151,1.000478,46.8333,10.0835,0,0,0,0,1,694
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,6.726651,6.374264,53.5417,3.12555,0,0,0,0,1,695
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,5.708349,2.582828,78.6667,15.916654,1,0,0,0,1,696
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,5.943349,3.124292,50.625,14.125007,0,0,0,0,1,697
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,5.20089,3.695852,55.5652,7.739974,0,0,0,0,1,698
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,6.021651,5.375222,64.9583,3.9175436,0,0,0,0,1,699
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,6.021651,4.915664,80.6667,4.0001814,1,0,0,0,1,700
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,8.3325,7.707728,82.3333,8.333393,1,0,0,0,1,701
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,13.2675,14.082536,76.75,5.5422936,0,0,0,0,1,702
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,14.364151,14.957564,73.375,11.666643,0,0,0,0,1,703
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,12.601651,12.248792,48.5,21.709407,0,0,0,0,1,704
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,4.024151,1.041464,50.875,11.708518,0,0,0,0,1,705
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,7.079151,5.249228,76.4167,8.7502,1,0,0,0,1,706
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,9.938349,9.707528,91.125,6.792393,1,0,0,0,1,707
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,10.055849,9.749636,90.5417,10.584325,1,0,0,0,1,708
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,12.484151,12.74795,92.5,12.750636,1,0,0,0,1,709
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,8.606651,6.331958,59.6667,19.834479,1,0,0,0,1,710
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,5.9825,3.624308,53.8333,10.916779,1,0,0,0,1,711
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,5.904151,3.416408,48.5833,11.666643,0,0,0,0,1,712
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,5.238349,3.416672,64.2917,8.792343,0,0,0,0,1,713
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,7.235849,6.333278,65.0417,7.12545,0,0,0,0,1,714
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,9.0375,8.415908,83.875,6.749714,1,0,0,0,1,715
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,10.486651,10.499,90.7083,6.5833061,1,0,0,0,1,716
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,11.309151,11.040728,66.625,14.834068,0,0,0,0,1,717
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,7.6275,6.582692,62.5417,12.334164,0,0,0,0,1,718
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,7.51,6.124322,66.7917,8.875021,1,0,0,0,1,719
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,7.353349,3.916622,55.6667,25.083661,1,0,0,0,0,720
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,4.494151,-0.416542000000002,44.125,27.292182,0,0,0,0,0,721
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,3.554151,1.125086,51.5417,8.916561,0,0,0,0,0,722
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,2.871288,1.0874,79.1304,5.1744368,1,0,0,0,0,723
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,5.691288,3.43469,73.4783,11.304642,1,0,0,0,0,724
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,3.436651,-1.458022,82.3333,21.208582,0,1,0,0,0,725
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,3.945849,-1.041628,65.2917,23.458911,1,0,0,0,0,726
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,3.906651,0.833036,59,10.416557,1,0,0,0,0,727
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,3.906651,-0.00159999999999982,75.2917,8.333661,1,0,0,0,0,728
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,4.024151,-0.707800000000001,48.3333,23.500518,0,0,0,0,0,729
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,2.144151,-1.249858,57.75,10.374682,1,0,0,0,0,730
